,word,definition,grouping
2350,flag-officer,"ship carrying the flag officer or commander, flying his flag",noun
2351,flagrant,"obvious and offensive, blatant, scandalous",adjective
2352,flair,"a natural or innate talent or aptitude, a knack",noun
2353,flamboyant,"showy, bold or audacious in behaviour, appearance, etc",adjective
2354,flammable,"capable of burning, especially a liquid",adjective
2355,flatulence,"the state of having gas, trapped in the digestive system",noun
2356,flaunt,"to parade, display with ostentation",verb
2357,flax,"a plant of the genus linum which has a single, slender stalk",noun
2358,fledgling,untried or inexperienced,adjective
2359,fleeting,"passing swiftly, vanishing quickly, transient, transitory",verb
2360,flexibility,"the quality of being flexible, suppleness, pliability",noun
2361,flexible,"capable of being flexed, bent or twisted, without breaking",adjective
2362,flexion,the act of bending a limb,noun
2363,flimsy,"likely to bend or break under pressure, weak, shaky",adjective
2364,flinch,to make an involuntary movement in response to stimulus,verb
2365,flippant,"frivolously disrespectful, shallow or lacking in seriousness",adjective
2366,floe,"a low, flat mass of floating ice",noun
2367,flora,"plants considered as a group, esp. those of one region",noun
2368,floral,"of, pertaining to, or connected with flowers",adjective
2369,florid,"having a rosy or pale red colour, ruddy",adjective
2370,floridness,the quality of being florid,noun
2371,florist,a person who sells flowers,noun
2372,flotsam,"debris floating in a sea, fragments from a shipwreck",noun
2373,flourish,to thrive or grow well,verb
2374,flout,"to treat with disdain, scorn, or contempt, scoff at, mock",verb
2375,fluctuate,"to vary irregularly, to swing",verb
2376,fluctuation,"a motion like that of waves, a moving back and forth",noun
2377,flue,a pipe or duct that carries gaseous combustion products away,noun
2378,fluent,"able to speak a language accurately, rapidly and confidently",adjective
2379,flugel,"a grand piano or harpsichord, both being wing-shaped",
2380,fluke,to obtain a successful outcome by pure chance,verb
2381,fluster,"to confuse, befuddle",verb
2382,fluvial,of or pertaining to a river,adjective
2383,flux,flowing or flow,verb
2384,fodder,to feed animals (with fodder),verb
2385,fog,a cloudlike mass or layer of minute water droplets,adjective
2386,foible,"a minor weakness or failing of character, slight flaw",adjective
2387,foil,to prevent (something) from being accomplished,verb
2388,foist,to introduce or insert surreptitiously or without warrant,verb
2389,foliage,the leaves of plants,noun
2390,folio,a leaf of a book or manuscript,noun
2391,folk-lore,"the traditional beliefs, legends, customs, etc",noun
2392,foment,"to instigate or foster (discord, rebellion, etc )",
2393,fondle,to touch or stroke lovingly,verb
2394,foolery,foolish behaviour or speech,noun
2395,foot-note,an explanatory or documenting note at the bottom of a page,noun
2396,foppery,the dress or actions of a fop,noun
2397,foppish,"like a fop, a man overly concerned with his appearance",adjective
2398,forage,to wander or go in search of provisions,verb
2399,foray,"to scour (an area or place) for food, treasure, booty etc",verb
2400,forbear,"to keep away from, to avoid, to abstain from, to give up",verb
2401,forbearance,restraint under provocation,noun
2402,forbid,"to command not to do something, have something, etc",verb
2403,forby,"close by, near",adjective
2404,forcible,done or effected by force,adjective
2405,ford,to cross a stream using a ford,verb
2406,forebode,"to predict a future event, to hint at something",verb
2407,forecastle,a raised part of the upper deck at the front of a ship,noun
2408,foreclose,repossess property whose owner has failed to make payments,verb
2409,forecourt,courtyard before the entrance to a building,noun
2410,forefather,ancestor,noun
2411,forego,"to precede, to go before",verb
2412,foreground,the ground or parts situated in the front,noun
2413,forehead,part of the face above the eyebrows and below the hairline,noun
2414,foreign,from a different country,adjective
2415,foreigner,a person from a foreign country,noun
2416,forejudge,"to prejudge, to judge beforehand",verb
2417,foreknowledge,"knowing beforehand, prescience, foresight, precognition",noun
2418,foreman,the leader of a work crew,noun
2419,forensic,relating to the use of science in investigation of evidence,adjective
2420,forensics,the use of science to answer questions for the legal system,
2421,foreordain,to predestine or preordain,verb
2422,foreordination,"previous ordination or appointment, predetermination",noun
2423,forepeak,the part of the hold of a ship within the angle of the bow,noun
2424,forerun,to run in front,verb
2425,foresail,the lowest (and usually the largest) square sail,noun
2426,foresee,"to anticipate, to predict",verb
2427,foreshore,the ground between the water's edge and cultivated land,noun
2428,foresight,the ability to foresee or prepare wisely for the future,noun
2429,forestall,"to prevent, delay or hinder something, to avert",verb
2430,foretell,to tell what's going to happen in the future,verb
2431,forethought,"thinking beforehand, planning, prior consideration",noun
2432,forfeit,to suffer the loss of something by wrongdoing,verb
2433,forfend,"to prohibit, to forbid, to avert",verb
2434,forge,"to form by heating and hammering, beat into shape",verb
2435,forgery,the production of a fake work that is claimed to be genuine,noun
2436,forgo,"to let pass, to leave alone",verb
2437,forlorn,"desolate or dreary, as in feeling, condition",adjective
2438,formation,something possessing structure or form,noun
2439,formidable,"causing fear, apprehension, or dread",adjective
2440,formula,any fixed or conventional method for doing something,noun
2441,forsake,"to abandon, to give up, to leave (permanently), to renounce",verb
2442,forswear,"to renounce or deny something, especially under oath",verb
2443,forte,"a person's strong suit, talent, or skill",adjective
2444,forthright,"going straight to the point, frank, direct",noun
2445,fortify,to protect or strengthen against attack,verb
2446,fortitude,the mental strength that enables courage,noun
2447,fortuitous,"happening or produced by chance, accidental",adjective
2448,forum,a place for discussion,noun
2449,foster,to nurture offspring or to provide similar to another child,verb
2450,foursome,"a group of four, a quartet or a game played by four players",noun
2451,fourth,being one of four equal parts,adjective
2452,fracas,"a noisy, disorderly disturbance or fight",noun
2453,fractious,refractory or unruly,adjective
2454,fracture,"to break, or cause something to break",verb
2455,fragile,easily broken or destroyed and often of subtle structure,adjective
2456,frailty,"the condition of being frail, physically, mentally, etc",noun
2457,frankincense,type of incense obtained from the boswellia thurifera tree,noun
2458,frantic,"desperate or wild with excitement, passion, fear, pain, etc",adjective
2459,fraternal,of brothers (fraternal twins),adjective
2460,fraudulence,"characterized by, involving, or proceeding from fraud",noun
2461,fraudulent,"dishonest, based on fraud or deception",adjective
2462,fraught,filled or charged,adjective
2463,fray,"to unravel, used particularly for the edge of cloth",verb
2464,freemason,a member of a guild of skilled masons during the middle ages,noun
2465,freethinker,a person who forms opinions on the basis of reason,noun
2466,frenetic,"frantic, frenzied",adjective
2467,frequency,the rate of occurrence of anything,noun
2468,fresco,"painting on a moist, plaster surface",verb
2469,freshness,the state or quality of being fresh,noun
2470,fretful,"irritable, bad-tempered, grumpy or peevish",adjective
2471,frieze,a decorative band beneath the cornice of an interior wall,noun
2472,frightful,frightened,adjective
2473,frigid,"very cold, lacking warmth, icy",adjective
2474,frigidarium,"in roman baths, a room with a bath of cold water",noun
2475,frisson,"a sudden surge of excitement, shudder of emotion, thrill",noun
2476,frivolity,"frivolous acts, state of being frivolous",noun
2477,frivolous,"silly, especially at an inappropriate time",adjective
2478,frizz,"of hair, to form into a mass of tight curls",verb
2479,frizzle,to fry something until crisp and curled,verb
2480,frolicsome,"given to frolicking, playful",adjective
2481,frontal,"of, in, or at the front",adjective
2482,frontier,"lying on the exterior part, bordering",adjective
2483,froward,"willfully contrary, not easily managed",adjective
2484,frowzy,"dirty and untidy, slovenly",adjective
2485,frugal,avoiding unnecessary expenditure either of money,adjective
2486,fruition,the fulfillment of something worked for,noun
2487,fugacious,"fleeting, fading quickly, transient",adjective
